"feedback_id","timestamp","channel","product_name","store_id","city","content","rating"
"FB-20260505-001","2026-05-05 09:30:00","app_review","好柿成双鲜果茶","M03","北京","柿子茶巨涩，口感差","1"
"FB-20260505-002","2026-05-05 10:00:00","app_review","好柿成双鲜果茶","M15","厦门","涩味太重，柿子没脱涩","1"
"FB-20260505-003","2026-05-05 11:30:00","customer_service","好柿成双鲜果茶","M02","上海","消费者投诉柿子茶太涩","1"
"FB-20260505-004","2026-05-05 13:00:00","app_review","好柿成双鲜果茶","M11","苏州","每一口都涩，没法喝","1"
"FB-20260505-005","2026-05-05 14:30:00","app_review","好柿成双鲜果茶","M13","长沙","没熟的柿子，又苦又涩","1"
"FB-20260505-006","2026-05-05 15:00:00","social_media","好柿成双鲜果茶","M10","南京","涩到舌头麻了","1"
"FB-20260505-007","2026-05-05 16:30:00","app_review","好柿成双鲜果茶","M04","北京","杯子很好看","5"
"FB-20260506-001","2026-05-06 08:30:00","app_review","好柿成双鲜果茶","M01","上海","还是巨涩，什么时候能改好？","1"
"FB-20260506-002","2026-05-06 09:45:00","app_review","好柿成双鲜果茶","M06","深圳","涩味没改善","1"
"FB-20260506-003","2026-05-06 10:30:00","customer_service","好柿成双鲜果茶","M09","武汉","柿子茶涩味问题持续投诉","1"
"FB-20260506-004","2026-05-06 13:00:00","app_review","好柿成双鲜果茶","M12","西安","发苦，口感差，不想再买了","1"
"FB-20260506-005","2026-05-06 14:30:00","app_review","好柿成双鲜果茶","M08","成都","柿子没熟，涩味重","1"
"FB-20260506-006","2026-05-06 16:00:00","social_media","好柿成双鲜果茶","M05","广州","巨涩巨涩，受不了","1"
"FB-20260507-001","2026-05-07 09:00:00","app_review","好柿成双鲜果茶","M01","上海","涩味依旧，怀疑原料有问题","1"
"FB-20260507-002","2026-05-07 10:15:00","app_review","好柿成双鲜果茶","M03","北京","没熟的柿子，每一口都苦","1"
"FB-20260507-003","2026-05-07 11:30:00","customer_service","好柿成双鲜果茶","M14","重庆","柿子茶口感差，涩味明显","1"
"FB-20260507-004","2026-05-07 13:00:00","app_review","好柿成双鲜果茶","M07","杭州","口感还行","4"
"FB-20260507-005","2026-05-07 15:00:00","app_review","好柿成双鲜果茶","M11","苏州","涩到不行，发苦","1"
"FB-20260507-006","2026-05-07 16:30:00","social_media","好柿成双鲜果茶","M04","北京","柿子没脱涩就做了","1"
"FB-20260508-001","2026-05-08 08:30:00","app_review","好柿成双鲜果茶","M02","上海","又点了一次，还是巨涩","1"
"FB-20260508-002","2026-05-08 09:45:00","app_review","好柿成双鲜果茶","M10","南京","涩味问题没解决","1"
"FB-20260508-003","2026-05-08 10:30:00","customer_service","好柿成双鲜果茶","M13","长沙","消费者反馈柿子茶口感极差","1"
"FB-20260508-004","2026-05-08 13:00:00","app_review","好柿成双鲜果茶","M06","深圳","涩味太重，没法喝","1"
"FB-20260508-005","2026-05-08 14:30:00","app_review","好柿成双鲜果茶","M09","武汉","每一口都是涩味","1"
"FB-20260508-006","2026-05-08 15:00:00","social_media","好柿成双鲜果茶","M15","厦门","好柿成双变成好涩成双了","1"
"FB-20260509-001","2026-05-09 09:00:00","app_review","好柿成双鲜果茶","M01","上海","还是那个涩味，原料问题吧","1"
"FB-20260509-002","2026-05-09 10:30:00","app_review","好柿成双鲜果茶","M08","成都","柿子根本没处理好，又涩又苦","1"
"FB-20260509-003","2026-05-09 11:00:00","customer_service","好柿成双鲜果茶","M05","广州","投诉柿子茶涩味问题","1"
"FB-20260509-004","2026-05-09 13:30:00","app_review","好柿成双鲜果茶","M12","西安","巨涩，口感差","1"
"FB-20260509-005","2026-05-09 15:00:00","app_review","好柿成双鲜果茶","M04","北京","不好喝，涩味重","1"
"FB-20260509-006","2026-05-09 16:30:00","social_media","好柿成双鲜果茶","M07","杭州","柿子没熟就做了茶","1"
"FB-20260510-001","2026-05-10 09:30:00","app_review","好柿成双鲜果茶","M02","上海","连续一周都是涩的","1"
"FB-20260510-002","2026-05-10 10:00:00","app_review","好柿成双鲜果茶","M11","苏州","涩味依旧，没改善","1"
"FB-20260510-003","2026-05-10 11:30:00","customer_service","好柿成双鲜果茶","M03","北京","消费者要求退款，柿子茶太涩","1"
"FB-20260510-004","2026-05-10 14:00:00","app_review","好柿成双鲜果茶","M14","重庆","发苦发涩，口感差","1"
"FB-20260510-005","2026-05-10 15:30:00","app_review","好柿成双鲜果茶","M06","深圳","涩到不行，每口都想吐","1"
"FB-20260510-006","2026-05-10 16:00:00","social_media","好柿成双鲜果茶","M10","南京","柿子茶涩味投诉","1"
"FB-20260510-007","2026-05-10 17:00:00","app_review","好柿成双鲜果茶","M09","武汉","没熟的柿子做的茶","1"
"FB-20260510-008","2026-05-10 17:30:00","app_review","好柿成双鲜果茶","M13","长沙","巨涩巨涩巨涩","1"
"FB-20260511-001","2026-05-11 09:00:00","app_review","好柿成双鲜果茶","M01","上海","柿子茶涩味问题严重","1"
"FB-20260511-002","2026-05-11 10:30:00","app_review","好柿成双鲜果茶","M08","成都","每一口都涩，柿子没脱涩","1"
"FB-20260511-003","2026-05-11 14:00:00","app_review","好柿成双鲜果茶","M15","厦门","涩味太重了，没法喝","1"
"FB-20260511-004","2026-05-11 16:00:00","app_review","好柿成双鲜果茶","M12","西安","柿子没熟，又苦又涩","1"
